school,boro_label,BLOCK,LOT,STREET NUMBER,STREET NAME,NAME,PARTY TYPE,DOC. TYPE,DOC. DATE,is_new
Columbia University,Manhattan,1976,29,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,1976,37,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,1976,55,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
New York University,Manhattan,16,8067,2,SOUTH END AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1342,47,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,1342,147,,,NEW YORK UNIVERSITY,1,DEED,,True
Columbia University,Manhattan,1884,58,,,COLUMBIA UNIVERSITYTR,1,,,True
Columbia University,Queens,8102,5,41-14,240 STREET,COLUMBIA UNIVER/C/N/Y(TR,2,DEED,06/24/1988,True
New York University,Manhattan,1342,6,,,NEW YORK UNIVERSITY,1,DEED,,True
New York University,Manhattan,793,1249,,,NYU SCHOOL OF LAW FOUNDATUIB,2,DEED,09/23/2002,True
Columbia University,Manhattan,746,1134,344,WEST   23 STREET,COLUMBIA UNIVERSITY/TRTE,1,,,True
Columbia University,Manhattan,41,1,,,COLUMBIA UNIVERSITYNYC,2,,,True
Columbia University,Bronx,5852,2125,5624,SYLVAN AVENUE,COLUMBIA UNIVERSTY/NY TR,2,,,True
New York University,Manhattan,569,25,,,NEW YORK UNIVERSITY,2,,,True
Fordham University,Manhattan,1390,43,,,FORDHAM UNIVERSITY,1,,,True
Columbia University,Queens,5863,1075,,,TRUSTEES/COLUMBIA UNIVERSITY,2,,,True
Columbia University,Brooklyn,1226,7,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
New York University,Manhattan,888,27,145,EAST   32 STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1976,26,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,1976,36,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,2112,99,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,59,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,63,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,74,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,67,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,77,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,75,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,95,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,80,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,70,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,90,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
New York University,Manhattan,587,14,,,NEW YORK UNIVERSITY,2,,,True
The New School,Manhattan,1142,21,129,WEST70TH STREET,NEW SCHOOL UNIVERSITY,2,,,True
Columbia University,Manhattan,1273,19,,,TRUSTEES COLUMBIA UNIV.,1,,,True
Columbia University,Manhattan,701,1,,,COLUMBIA UNIV NYC TRS,1,,,True
New York University,Manhattan,1727,1068,380,LENOX AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,2124,32,,,TRUSTEES COLUMBIA UNIV,2,DEED,,True
Columbia University,Manhattan,2124,28,,,TRUSTEES COLUMBIA UNIV,2,DEED,,True
Fordham University,Bronx,3273,637,2536,HUGHES AVENUE,FORDHAM UNIVERSITY,2,DEED,03/31/2006,True
New York University,Brooklyn,263,63,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1896,65,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Fordham University,Bronx,3273,325,,,FORDHAM UNIVERSITY,2,DEED,10/18/1967,True
The New School,Bronx,2923,26,4141,3 AVENUE,THE NEW SCHOOL CONSTRUCTION AUTHORITY,1,,,True
The New School,Bronx,2923,23,4143,3 AVENUE,THE NEW SCHOOL CONSTRUCTION AUTHORITY,1,,,True
The New School,Bronx,2923,17,1848,BATHGATE AVENUE,THE NEW SCHOOL CONSTRUCTION AUTHORITY,1,,,True
New York University,Manhattan,576,46,60,FIFTH AVENUE,NEW YORK UNIVERSITY,2,DEED,01/07/2010,True
Columbia University,Brooklyn,1639,43,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
New York University,Manhattan,465,107,,,NEW YORK UNIVERSITY,2,DEED,10/31/1984,True
New York University,Manhattan,465,106,,,NEW YORK UNIVERSITY,2,DEED,10/31/1984,True
New York University,Manhattan,465,104,,,NEW YORK UNIVERSITY,2,DEED,10/31/1984,True
Columbia University,Bronx,5921,700,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,2,DEED,09/09/1966,True
New York University,Bronx,3222,100,,,NEW YORK UNIVERSITY,1,DEED,01/10/1967,True
Columbia University,Manhattan,1265,1048,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1078,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1074,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,40,,,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1045,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1059,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1008,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1083,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1031,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1006,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1054,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1067,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1010,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1100,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1075,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1071,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1103,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1081,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1049,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1086,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1079,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1056,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1069,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1041,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1025,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1064,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1058,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1066,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1018,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1095,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1092,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1015,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1016,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1042,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1076,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1023,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1044,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1087,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1051,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1091,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1013,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1096,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1040,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1077,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1028,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1053,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1109,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1088,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1108,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1072,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1021,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1001,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1007,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1027,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1062,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1089,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1029,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1047,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1057,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1024,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1082,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1019,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,8040,,,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1073,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1085,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1106,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1009,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1107,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1050,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1039,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1004,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1084,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1093,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1036,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1035,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1005,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1012,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1011,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1070,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1033,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1022,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1017,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1014,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1080,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1063,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1099,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1094,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1068,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1097,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1003,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1105,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1061,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1002,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1030,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1055,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1043,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1052,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1104,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1037,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1038,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1032,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1060,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1098,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1102,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1034,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1101,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1026,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,50,610,5 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1090,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1020,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1065,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
Columbia University,Manhattan,1265,1046,1230,6 AVENUE,COLUMBIA UNIVSTY TR/,2,,,True
New York University,Manhattan,1377,1109,1,EAST   62 STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1377,1110,1,EAST   62 STREET,NEW YORK UNIVERSITY,1,,,True
Pratt Institute,Brooklyn,1892,63,,GRAND AVENUE,PRATT INSTITUTE,2,,,True
New York University,Manhattan,955,5,403,EAST 23RD   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1,516,1 AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,621,77,,,NEW YORK UNIVERSITY,1,DEED,11/27/1996,True
Columbia University,Queens,214,210,,,TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
New York University,Manhattan,539,13,,,NEW YORK UNIVERSITY,2,,,True
Fordham University,Bronx,3279,25,,,FORDHAM UNIVERSITY,1,DEED,04/21/1970,True
Columbia University,Manhattan,1499,60,,,COLUMBIA UNIV CTY NYTR,2,DEED,,True
New York University,Manhattan,172,20,78-84,LAFAYETTE STREET,NEW YORK UNIVERSITY,1,,,True
New York University,Queens,3202,58,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,193,35,,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN CITY OF N.Y,2,,,True
Columbia University,Manhattan,193,34,,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN CITY OF N.Y,2,,,True
Columbia University,Manhattan,1961,37,1161,AMSTERDAM AVENUE,TRUSTEES COLUMBIA UNIV,1,DEED,12/11/1990,True
Columbia University,Queens,9028,1,92-06,ATLANTIC AVENUE,COLUMBIA UNIV/CTY/NY(TRS,2,,,True
New York University,Manhattan,2109,92,444,WEST 162 STREET,NEW YORK UNIVERSITY,2,,,True
Pratt Institute,Brooklyn,2092,56,,,PRATT INSTITUTE,1,DEED,04/01/1980,True
Columbia University,Brooklyn,2643,27,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,,,True
Columbia University,Brooklyn,2643,26,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,,,True
Columbia University,Brooklyn,2643,29,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,,,True
Columbia University,Manhattan,874,1,,,COLUMBIA UNIV CTY NYTR,1,,,True
Columbia University,Manhattan,874,4,,,COLUMBIA UNIV CTY NYTR,1,,,True
Columbia University,Manhattan,1961,53,,,COLUMBIA UNIV CITY NY TR,1,,,True
New York University,Manhattan,962,81,,,NEW YORK UNIVERSITY,1,,,True
Fordham University,Bronx,3273,237,2538,HUGHES AVENUE,FORDHAM UNIVERSITY,2,DEED,12/20/2004,True
New York University,Manhattan,510,45,273,MULBERRY STREET,NEW YORK UNIVERSITY,2,,,True
St. John's University,Queens,6715,28,147-26,UNION TURNPIKE,ST JOHN'S UNIVERSITY,2,DEEDO,08/10/2005,False
New York University,Manhattan,546,37,,,NEW YORK UNIVERSITY,2,DEED,,True
St. John's University,Queens,6715,26,147-30,UNION TURNPIKE,ST JOHN'S UNIVERSITY,2,DEEDO,08/10/2005,True
Columbia University,Manhattan,1484,35,,,COLUMBIA UNIVERSITYTR,1,,,True
Columbia University,Manhattan,2139,1,161,FT WASHINGTON AVENUE,COLUMBIA UNIVERSITYTRS/,1,,,True
Columbia University,Manhattan,2136,245,115,FT WASHINGTON AVENUE,COLUMBIA UNIVERSITYTRS/,1,,,True
New York University,Brooklyn,1081,54,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1704,5,,,COLUMBIA UNIV CNY TRTEES,2,,,True
Columbia University,Manhattan,1704,14,,,COLUMBIA UNIV CNY TRTEES,2,,,True
Columbia University,Manhattan,1704,1,,,COLUMBIA UNIV CNY TRTEES,2,,,True
Columbia University,Brooklyn,1371,26,,,COLUMBIA UNIVERSITY IN THE CITY OF NY TRUSTEE OF,2,,,True
St. John's University,Queens,6715,35,147-08,UNION TURNPIKE,ST JOHN'S UNIVERSITY,2,DEEDO,08/10/2005,False
New York University,Manhattan,936,8,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,940,53,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,940,54,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1884,48,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Columbia University,Brooklyn,903,83,649,39 STREET,COLUMBIA UNIVERSITY/TRUS,2,,,True
New York University,Bronx,5752,290,3117,PALISADE AVENUE,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,,,True
Columbia University,Manhattan,1867,52,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
New York University,Brooklyn,8748,220,4187,OCEAN AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1527,40,,,COLUMBIA UNIV IN NYCTR,1,,,True
Columbia University,Manhattan,1527,39,,,COLUMBIA UNIV IN NYCTR,1,,,True
Columbia University,Manhattan,1884,46,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Columbia University,Bronx,5957,158,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,,,True
St. John's University,Queens,6715,29,147-24,UNION TURNPIKE,ST JOHN'S UNIVERSITY,2,DEEDO,08/10/2005,True
Columbia University,Bronx,2563,40,,,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK TRUSTE,1,,,True
Columbia University,Manhattan,2112,6,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,53,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,1,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,2112,46,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
New York University,Manhattan,539,16,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1867,69,424,WEST  116 STREET,COLUMBIA UNIV/NY TRTEES,1,,,True
New York University,Manhattan,465,39,34,STUYVESANT STREET,NEW YORK UNIVERSITY,2,DEED,05/04/1984,True
New York University,Manhattan,465,60,227,EAST    9 STREET,NEW YORK UNIVERSITY,2,DEED,05/04/1984,True
Columbia University,Manhattan,669,1,,,COLUMBIA UNIV OF N YTR,1,,,True
St. John's University,Queens,6715,33,147-12,UNION TURNPIKE,ST JOHN'S UNIVERSITY,2,DEEDO,08/10/2005,True
Columbia University,Manhattan,1982,1,555,WEST 125TH STREET,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF N.Y.,2,DEED,01/31/2008,True
Columbia University,Bronx,5923,380,,,TEACHERS COLLEGE COLUMBIA UNIVERSITY,1,,,True
Fordham University,Bronx,3273,354,,,FORDHAM UNIVERSITY,2,DEED,02/21/1968,True
St. John's University,Queens,6715,31,147-20,UNION TURNPIKE,"ST JOHN'S UNIVERSITY, NEW YORK",2,DEEDO,08/10/2005,False
Columbia University,Brooklyn,5224,18,509,EAST   24 STREET,COLUMBIA UNIVERSITY/TR/O,2,,,True
Columbia University,Manhattan,1884,21,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Columbia University,Brooklyn,5738,74,,,COLUMBIA UNIVERSITY IN NYC THE TRUSTEES OF,2,,,True
Fordham University,Bronx,3273,205,2537,CAMBRELENG AVENUE,FORDHAM UNIVERSITY,2,DEED,06/13/2007,False
Columbia University,Manhattan,2139,15,,,COLUMBIA UNIVRSTY TR/ETC,1,,,True
Columbia University,Manhattan,2112,28,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Bronx,5937,477,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,2,,,True
Columbia University,Manhattan,1163,8,261,WEST   71 STREET,COLUMBIA INSTITUTE ETC,1,,,True
New York University,Manhattan,510,1101,295,LAFAYETTE STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1884,41,,WEST 113 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED COR,02/26/1964,True
Columbia University,Manhattan,1990,5,15,CLAREMONT AVENUE,COLUMBIA UNIVERSITYTR,1,,,False
Columbia University,Manhattan,1783,1,2167,3 AVENUE,COLUMBIA UNIVERSITY/ETC,1,,,True
Columbia University,Manhattan,1883,14,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Fordham University,Bronx,3273,315,,,FORDHAM UNIVERSITY,2,DEED,06/29/2001,True
