parcel_key,corporationname,building_address,boro,block,lot,property_type
1-962-1102,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1102,CC
1-962-1061,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1061,CC
1-962-1001,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1001,IB
1-962-1083,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1083,CC
1-962-1021,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1021,CC
1-962-1058,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1058,CC
1-962-1074,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1074,CC
1-962-1009,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1009,CC
1-962-1092,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1092,CC
1-962-1076,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1076,CC
1-962-1075,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1075,CC
1-962-1017,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1017,CC
1-962-1055,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1055,CC
1-962-1010,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1010,CC
1-962-1086,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1086,CC
1-962-1008,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1008,CC
1-962-1044,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1044,CC
1-962-1016,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1016,CC
1-962-1062,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1062,CC
1-962-1002,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1002,IB
1-962-1025,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1025,CC
1-962-1103,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1103,CC
1-962-1104,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1104,CC
1-962-1078,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1078,CC
1-962-1036,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1036,CC
1-962-1106,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1106,CC
1-962-1056,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1056,CC
1-962-1100,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1100,CC
1-962-1089,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1089,CC
1-962-1042,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1042,CC
1-962-1040,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1040,CC
1-962-1031,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1031,CC
1-962-1020,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1020,CC
1-962-1051,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1051,CC
1-962-1033,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1033,CC
1-962-1005,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1005,IB
1-962-1026,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1026,CC
1-962-1073,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1073,CC
1-962-1060,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1060,CC
1-962-1041,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1041,CC
1-962-1047,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1047,CC
1-962-1081,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1081,CC
1-962-1012,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1012,CC
1-962-1015,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1015,CC
1-962-1085,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1085,CC
1-962-1019,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1019,CC
1-962-1059,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1059,CC
1-962-1004,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1004,CC
1-962-1037,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1037,CC
1-962-1068,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1068,IB
1-962-1050,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1050,CC
1-962-1007,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1007,CC
1-962-1063,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1063,CC
1-962-1087,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1087,CC
1-962-1048,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1048,CC
1-962-1079,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1079,CC
1-962-1105,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1105,CC
1-962-1038,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1038,CC
1-962-1091,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1091,CC
1-962-1099,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1099,CC
1-962-1039,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1039,CC
1-962-1080,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1080,CC
1-962-1006,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1006,CC
1-962-1067,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1067,CC
1-962-1082,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1082,CC
1-962-1053,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1053,CC
1-962-1046,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1046,CC
1-962-1107,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1107,CC
1-962-1035,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1035,CC
1-962-1014,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1014,CC
1-962-1095,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1095,CC
1-962-1030,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1030,CC
1-962-1084,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1084,CC
1-962-1096,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1096,CC
1-962-1057,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1057,CC
1-962-1045,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1045,CC
1-962-1024,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1024,CC
1-962-1093,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1093,CC
1-962-1018,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1018,CC
1-962-1077,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1077,CC
1-962-1098,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1098,CC
1-962-1064,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1064,CC
1-962-1022,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1022,CC
1-962-1065,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1065,CC
1-962-1032,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1032,CC
1-962-1066,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1066,CC
1-962-1097,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1097,CC
1-962-1094,NEW YORK UNIVERSITY,"433 EAST 30TH STREET, Manhattan, NY",MANHATTAN,962,1094,IB
1-571-1101,THE NEW SCHOOL,"22 EAST 14TH   STREET, Manhattan, NY",MANHATTAN,571,1101,IB
1-577-1002,THE NEW SCHOOL,"72 5 AVENUE, Manhattan, NY",MANHATTAN,577,1002,PA
1-615-26,NEW YORK UNIVERSITY,"242 WEST 12 STREET, Manhattan, NY",MANHATTAN,615,26,PA
1-939-1,NEW YORK UNIVERSITY,"604 2 AVENUE, Manhattan, NY",MANHATTAN,939,1,CR
1-1867-60,COLUMBIA UNIVERSITY,"54 MORNINGSIDE DRIVE, Manhattan, NY",MANHATTAN,1867,60,SP
2-3225-52,NEW YORK UNIVERSITY,"135 WEST 183RD STREET, Bronx, NY",BRONX,3225,52,AP
2-3223-30,NEW YORK UNIVERSITY,"130 WEST 183 STREET, Bronx, NY",BRONX,3223,30,AP
2-3224-32,NEW YORK UNIVERSITY,"102 WEST 183 STREET, Bronx, NY",BRONX,3224,32,AP
1-576-48,NEW YORK UNIVERSITY,"11 WEST 12TH ST, Manhattan, NY",MANHATTAN,576,48,D1
1-467-12,NEW YORK UNIVERSITY,"Block 467 Lot 12, Manhattan, NY",MANHATTAN,467,12,PA
1-467-13,NEW YORK UNIVERSITY,"Block 467 Lot 13, Manhattan, NY",MANHATTAN,467,13,PA
1-467-58,NEW YORK UNIVERSITY,"Block 467 Lot 58, Manhattan, NY",MANHATTAN,467,58,PA
1-467-2,NEW YORK UNIVERSITY,"Block 467 Lot 2, Manhattan, NY",MANHATTAN,467,2,PA
1-467-5,NEW YORK UNIVERSITY,"Block 467 Lot 5, Manhattan, NY",MANHATTAN,467,5,PA
1-1132-10,FORDHAM UNIVERSITY,"140 WEST   60 STREET, Manhattan, NY",MANHATTAN,1132,10,PA
4-10155-123,COLUMBIA UNIVERSITY,"92-23 165TH STREET, Queens, NY",QUEENS,10155,123,CR
4-15564-25,COLUMBIA UNIVERSITY,"7-14 BEACH 20 STREET, Queens, NY",QUEENS,15564,25,CR
4-4958-31,COLUMBIA UNIVERSITY,"35-10 FARRINGTON STREET, Queens, NY",QUEENS,4958,31,CR
4-3544-24,COLUMBIA UNIVERSITY,"54-30 MYRTLE AVENUE, Queens, NY",QUEENS,3544,24,OT
4-8064-92,COLUMBIA UNIVERSITY,"7 CENTER DR DOUGLASTON, Queens, NY",QUEENS,8064,92,D1
3-1918-16,PRATT INSTITUTE,"275 WASHINGTON AVENUE, Brooklyn, NY",BROOKLYN,1918,16,PA
1-571-1,THE NEW SCHOOL,"65 5TH AVENUE, Manhattan, NY",MANHATTAN,571,1,PA
2-3148-23,COLUMBIA UNIVERSITY,"272 EAST FORDHAM ROAD, Bronx, NY",BRONX,3148,23,CR
2-2315-1,COLUMBIA UNIVERSITY,"2604 3RD AVENUE, Bronx, NY",BRONX,2315,1,OF
2-5813-140,COLUMBIA UNIVERSITY,"474 WEST 246 STREET, Bronx, NY",BRONX,5813,140,OT
2-5870-572,COLUMBIA UNIVERSITY,"435 WEST 259 STREET, Bronx, NY",BRONX,5870,572,D1
1-1997-21,COLUMBIA UNIVERSITY,"615 WEST  130 STREET, Manhattan, NY",MANHATTAN,1997,21,PA
1-943-1016,COLUMBIA UNIVERSITY,"330 EAST 38TH   STREET, Manhattan, NY",MANHATTAN,943,1016,SC
1-1030-29,COLUMBIA UNIVERSITY,"200 CENTRAL PARK SOUTH, Manhattan, NY",MANHATTAN,1030,29,SP
1-962-8,NEW YORK UNIVERSITY,"433 EAST   30 STREET, Manhattan, NY",MANHATTAN,962,8,PA
1-1132-35,FORDHAM UNIVERSITY,"160 WEST 62 STREET, Manhattan, NY",MANHATTAN,1132,35,AP
1-939-37,NEW YORK UNIVERSITY,"593 1 AVENUE, Manhattan, NY",MANHATTAN,939,37,OT
1-546-33,NEW YORK UNIVERSITY,"713 BROADWAY, Manhattan, NY",MANHATTAN,546,33,OT
1-532-11,NEW YORK UNIVERSITY,"Block 532 Lot 11, Manhattan, NY",MANHATTAN,532,11,PA
1-532-9,NEW YORK UNIVERSITY,"Block 532 Lot 9, Manhattan, NY",MANHATTAN,532,9,PA
1-532-10,NEW YORK UNIVERSITY,"Block 532 Lot 10, Manhattan, NY",MANHATTAN,532,10,PA
1-127-18,COLUMBIA UNIVERSITY,"255 GREENWICH STREET, Manhattan, NY",MANHATTAN,127,18,CR
1-1875-1001,COLUMBIA UNIVERSITY,"2700 BROADWAY, Manhattan, NY",MANHATTAN,1875,1001,OT
1-1361-7,NEW YORK UNIVERSITY,"10 MITCHELL PLACE, Manhattan, NY",MANHATTAN,1361,7,SP
1-33-1,COLUMBIA UNIVERSITY,"77 WATER STREET, Manhattan, NY",MANHATTAN,33,1,OF
